Place,Crop_Name,Year,Area_Planted,Total_production,Rainfall,Humidity,Temperature,Pesticides,Soil_ph,N,P,K
Gwanda,Maize,1994,843,9042,2666,64.72543073,24,1594.5,7.234258375,118,21,34
Gwanda,Potatoes,1994,23,109570,2666,51.59100753,27,1594.5,6.691541233,103,27,31
Gwanda,Potatoes,1994,33,109570,2666,67.09608099,27,1594.5,6.809593554,82,24,33
Gwanda,"Rice, paddy",1994,35,25328,2666,60.76645256,27,1594.5,6.485761419,86,31,35
Gwanda,"Rice, paddy",1994,36,25328,2666,58.45742907,28,1594.5,6.784460602,88,35,35
Gwanda,Sorghum,1994,5,9892,2666,53.00366334,23,1594.5,7.167092586,84,27,29
Gwanda,Sorghum,1994,65,9892,2666,54.30329632,24,1594.5,6.73410539,120,40,33
Gwanda,Sweet potatoes,1994,243,95373,2666,64.10651528,23,1594.5,6.779984384,106,40,30
Gwanda,Sweet potatoes,1994,5,95373,2666,55.83288958,26,1594.5,7.277422738,113,21,33
Gwanda,Wheat,1994,1,18390,2666,56.7685316,25,1594.5,7.21270048,117,34,25
Gwanda,Wheat,1994,1370,18390,2666,65.64381357,26,1594.5,7.487266991,80,30,25
Gwanda,Maize,1995,3,10700,2666,66.02411187,24,1702,7.231166546,88,21,27
Gwanda,Maize,1995,607,10700,2666,62.1445102,26,1702,6.559817161,113,33,34
Gwanda,Potatoes,1995,384,111665,2666,62.26594559,26,1702,6.979590627,87,23,28
Gwanda,Potatoes,1995,6,111665,2666,63.55324262,27,1702,6.779230041,113,15,29
Gwanda,"Rice, paddy",1995,7,26527,2666,61.03273481,26,1702,6.217974349,98,29,30
Gwanda,"Rice, paddy",1995,17,26527,2666,54.36976075,28,1702,7.205078785,97,29,27
Gwanda,Sorghum,1995,439,9804,2666,54.28617819,26,1702,6.854011265,85,35,32
Gwanda,Sorghum,1995,3,9804,2666,52.24226285,27,1702,6.246872394,82,29,35
Gwanda,Sweet potatoes,1995,20,95186,2666,55.7497332,27,1702,6.911066044,103,33,25
Gwanda,Sweet potatoes,1995,8,95186,2666,61.26002598,28,1702,6.777417989,112,17,28
Gwanda,Wheat,1995,5,19483,2666,55.51673151,28,1702,6.273741983,99,19,33
Gwanda,Wheat,1995,129,19483,2666,50.56339727,24,1702,6.906124587,120,20,34
Gwanda,Maize,1996,16,10166,2666,57.93250202,25,1919,7.162802357,114,27,28
Gwanda,Maize,1996,19,10166,2666,54.41094079,28,1919,6.955787351,100,40,35
Gwanda,Potatoes,1996,9,112741,2666,61.10935084,24,1919,6.971963169,108,35,25
Gwanda,Potatoes,1996,14,112741,2666,67.37768353,24,1919,6.840927967,115,31,30
Gwanda,"Rice, paddy",1996,5,27629,2666,68.66257977,26,1919,6.536676653,87,28,30
Gwanda,"Rice, paddy",1996,981,27629,2666,53.57285558,24,1919,6.089443603,82,24,26
Gwanda,Sorghum,1996,712,9959,2666,52.25738495,26,1919,7.456460375,94,26,27
Gwanda,Sorghum,1996,97,9959,2666,57.1621814,27,1919,6.759211911,87,28,35
Gwanda,Sweet potatoes,1996,134,96081,2666,58.50650238,26,1919,7.460174812,118,40,35
Gwanda,Sweet potatoes,1996,45,96081,2666,57.88370456,25,1919,6.652642579,87,38,29
Gwanda,Wheat,1996,157,19531,2666,55.18792166,23,1919,6.026287448,92,40,30
Gwanda,Wheat,1996,53,19531,2666,59.68849145,24,1919,6.074190142,97,22,26
Gwanda,Maize,1997,77,10914,2666,69.94807345,24,2035,7.045543056,99,40,32
Gwanda,Maize,1997,54,10914,2666,53.83876189,26,2035,6.993236001,89,28,33
Gwanda,Potatoes,1997,131,112551,2666,63.37479229,26,2035,6.726528895,112,39,29
Gwanda,Potatoes,1997,49,112551,2666,64.47858698,28,2035,6.937352845,111,28,26
Gwanda,"Rice, paddy",1997,89,27431,2666,62.67087838,26,2035,7.27905689,114,20,26
Gwanda,"Rice, paddy",1997,23,27431,2666,67.96910852,28,2035,7.079850922,117,26,30
Gwanda,Sorghum,1997,16,10297,2666,52.31098539,26,2035,6.136286518,111,29,31
Gwanda,Sorghum,1997,43,10297,2666,64.57578034,26,2035,6.505203696,119,30,28
Gwanda,Sweet potatoes,1997,4,93946,2666,54.15319242,25,2035,7.042089492,116,40,33
Gwanda,Sweet potatoes,1997,5,93946,2666,68.4233391,27,2035,6.348337519,95,37,35
Gwanda,Wheat,1997,766,20544,2666,52.26311691,26,2035,7.432322234,86,40,33
Gwanda,Wheat,1997,897,20544,2666,67.06230539,23,2035,6.787658922,117,37,32
Gwanda,Maize,1998,1156,7339,2666,68.44030686,24,2068,6.743417121,105,18,35
Gwanda,Maize,1998,1314,7339,2666,68.48030408,25,2068,7.00733163,109,23,25
Gwanda,Potatoes,1998,112,113972,2666,58.84880599,24,2068,7.303033217,80,18,31
Gwanda,Potatoes,1998,1220,113972,2666,69.71184111,27,2068,6.861235184,101,31,26
Gwanda,"Rice, paddy",1998,19181,29358,2666,50.50148528,27,2068,7.131435858,103,33,33
Gwanda,"Rice, paddy",1998,1825,29358,2666,56.46829641,25,2068,7.288211994,93,26,27
Gwanda,Sorghum,1998,268,7901,2666,50.66687215,28,2068,6.983732393,104,35,28
Gwanda,Sorghum,1998,103,7901,2666,58.52534263,28,2068,6.172090205,116,36,25
Gwanda,Sweet potatoes,1998,50,95325,2666,57.56695719,27,2068,6.35118177,107,38,29
Gwanda,Sweet potatoes,1998,549,95325,2666,62.0183627,27,2068,6.908671379,101,33,33
Gwanda,Wheat,1998,10,22408,2666,52.97841162,23,2068,6.766184468,107,31,31
Gwanda,Wheat,1998,75,22408,2666,65.44340921,24,2068,6.392791654,99,16,30
Gwanda,Maize,1999,16,12346,2666,55.196224,27,2532,6.348316257,103,40,30
Gwanda,Maize,1999,95,12346,2666,62.88179198,28,2532,6.123796057,118,31,34
Gwanda,Potatoes,1999,167,112810,2666,57.04151119,26,2532,7.428523634,106,21,35
Gwanda,Potatoes,1999,20,112810,2666,50.04557009,23,2532,6.020947179,116,38,34
Gwanda,"Rice, paddy",1999,12,32139,2666,53.74144743,25,2532,6.334610249,97,35,26
Gwanda,"Rice, paddy",1999,945,32139,2666,66.4132686,27,2532,6.78006386,107,34,32
Gwanda,Sorghum,1999,4,12346,2666,56.63636248,27,2532,6.086922359,99,15,27
Gwanda,Sorghum,1999,813,12346,2666,67.22512329,24,2532,6.362607851,118,33,30
Gwanda,Sweet potatoes,1999,602,92786,2666,52.12739421,26,2532,6.758792552,117,32,34
Gwanda,Sweet potatoes,1999,97,92786,2666,60.39647474,24,2532,6.779832611,104,18,30
Gwanda,Wheat,1999,16,21627,2666,82.00274423,21,2532,6.502985292,90,42,43
Gwanda,Wheat,1999,120,21627,2666,80.31964408,22,2532,7.038096361,85,58,41
Gwanda,Maize,2000,599,20597,2666,82.3207629,23,3170,7.840207144,60,55,44
Gwanda,Maize,2000,1587,20597,2666,80.15836264,26,3170,6.980400905,74,35,40
Gwanda,Potatoes,2000,956,120591,2666,81.60487287,20,3170,7.628472891,78,42,42
Gwanda,Potatoes,2000,269,120591,2666,83.37011772,23,3170,7.073453503,69,37,42
Gwanda,"Rice, paddy",2000,740,34836,2666,82.63941394,23,3170,5.70080568,69,55,38
Gwanda,"Rice, paddy",2000,290,34836,2666,82.89408619,20,3170,5.718627178,94,53,40
Gwanda,Sorghum,2000,868,12346,2666,83.5352163,25,3170,6.685346424,89,54,38
Gwanda,Sorghum,2000,62233,12346,2666,83.03322691,23,3170,6.336253525,68,58,38
Gwanda,Sweet potatoes,2000,180,92479,2666,81.41753846,27,3170,5.386167788,91,53,40
Gwanda,Sweet potatoes,2000,14,92479,2666,81.45061596,24,3170,7.50283396,90,46,42
Gwanda,Wheat,2000,241,22104,2666,80.88684822,27,3170,5.108681786,78,58,44
Gwanda,Wheat,2000,312,22104,2666,82.05687182,24,3170,6.98435366,93,56,36
Gwanda,Maize,2001,59,32216,2666,80.66385045,26,3295.78,6.94801983,94,50,37
Gwanda,Maize,2001,138,32216,2666,80.30025587,24,3295.78,7.042299069,60,48,39
Gwanda,Potatoes,2001,32,129163,2666,82.7883708,22,3295.78,6.249050656,85,38,41
Gwanda,Potatoes,2001,218,129163,2666,80.41817957,24,3295.78,6.970859754,91,35,39
Gwanda,"Rice, paddy",2001,53,34020,2666,80.1923008,22,3295.78,5.953933276,77,38,36
Gwanda,"Rice, paddy",2001,25,34020,2666,83.58760316,24,3295.78,5.85393208,88,35,40
Gwanda,Sorghum,2001,26,12346,2666,80.47476396,21,3295.78,6.442475375,89,45,36
Gwanda,Sorghum,2001,927,12346,2666,83.11713476,25,3295.78,5.070175667,76,40,43
Gwanda,Sweet potatoes,2001,28,90907,2666,80.97384195,22,3295.78,6.012632591,67,59,41
Gwanda,Sweet potatoes,2001,29,90907,2666,82.67839517,21,3295.78,6.254028451,83,41,43
Gwanda,Wheat,2001,1359,21643,2666,81.33265073,23,3295.78,7.375482851,98,47,37
Gwanda,Wheat,2001,5,21643,2666,80.52389148,25,3295.78,7.778915154,66,53,41
Gwanda,Maize,2002,93,40349,2666,84.04403589,26,2954.29,6.286500176,97,59,43
Gwanda,Maize,2002,562,40349,2666,80.54498576,25,2954.29,7.070959995,97,50,41
Gwanda,Potatoes,2002,212,126010,2666,84.49774397,21,2954.29,6.244841491,60,49,44
Gwanda,Potatoes,2002,1118,126010,2666,80.64416466,22,2954.29,6.043304899,84,51,35
Gwanda,"Rice, paddy",2002,283,34902,2666,84.94375962,21,2954.29,5.824709117,73,57,41
Gwanda,"Rice, paddy",2002,66,34902,2666,80.33127223,22,2954.29,6.357389366,92,35,40
Gwanda,Sorghum,2002,243,12361,2666,82.73685569,25,2954.29,6.364134968,85,37,39
Gwanda,Sorghum,2002,1077,12361,2666,81.63895217,20,2954.29,5.01450727,98,53,38
Gwanda,Sweet potatoes,2002,275,90919,2666,83.88266234,26,2954.29,6.149410611,88,54,44
Gwanda,Sweet potatoes,2002,54,90919,2666,82.1480873,27,2954.29,5.950660556,95,55,42
Gwanda,Wheat,2002,161,21644,2666,81.17734011,27,2954.29,5.960370061,99,57,35
Gwanda,Wheat,2002,34,21644,2666,83.15250801,24,2954.29,5.561398642,95,39,36
Gwanda,Maize,2004,18,48243,2666,82.95221726,21,5587.81,7.416245107,60,43,44
Gwanda,Maize,2004,3,48243,2666,83.7287574,24,5587.81,5.583370042,63,44,41
Gwanda,Potatoes,2004,3,144313,2666,82.06719137,23,5587.81,6.430010215,62,42,36
Gwanda,Potatoes,2004,45,144313,2666,83.52842314,26,5587.81,5.534878156,64,45,43
Gwanda,"Rice, paddy",2004,8,35359,2666,80.14509262,26,5587.81,6.903985986,83,60,36
Gwanda,"Rice, paddy",2004,909,35359,2666,84.81360127,24,5587.81,6.271478838,82,40,40
Gwanda,Sorghum,2004,355,11633,2666,82.36698992,26,5587.81,7.224285503,85,52,45
Gwanda,Sorghum,2004,66,11633,2666,80.52586088,25,5587.81,6.13428721,91,35,38
Gwanda,Sweet potatoes,2004,10,89459,2666,84.47963372,25,5587.81,5.206373153,76,49,42
Gwanda,Sweet potatoes,2004,148,89459,2666,84.59201843,23,5587.81,7.782051313,74,39,38
Gwanda,Wheat,2004,107,19527,2666,80.70960551,22,5587.81,7.062779015,79,43,39
Gwanda,Wheat,2004,818,19527,2666,80.41363018,25,5587.81,7.730367824,88,55,45
Gwanda,Maize,2005,615,53311,2666,83.06310136,23,7605.01,5.286203711,60,36,43
Gwanda,Maize,2005,64,53311,2666,80.3477562,20,7605.01,6.766240045,76,60,39
Gwanda,Potatoes,2005,204,148805,2666,82.22572988,24,7605.01,7.382762603,93,56,42
Gwanda,Potatoes,2005,65,148805,2666,81.89918197,22,7605.01,5.658169482,65,60,43
Gwanda,"Rice, paddy",2005,482,37814,2666,83.83625819,26,7605.01,5.543360238,95,52,36
Gwanda,"Rice, paddy",2005,222,37814,2666,84.79352417,23,7605.01,6.215109715,75,38,39
Gwanda,Sorghum,2005,127,13214,2666,83.47021081,26,7605.01,7.120272972,74,54,38
Gwanda,Sorghum,2005,193,13214,2666,82.45432595,24,7605.01,5.950647577,91,36,45
Gwanda,Soybeans,2005,118,14148,2666,82.1235421,20,7605.01,7.236705436,71,46,40
Gwanda,Soybeans,2005,372,14148,2666,80.2389895,22,7605.01,6.501697816,99,55,35
Gwanda,Sweet potatoes,2005,256,88704,2666,82.20802629,20,7605.01,7.592490617,72,40,38
Gwanda,Sweet potatoes,2005,336,88704,2666,83.51827127,26,7605.01,5.875345751,83,58,45
Gwanda,Wheat,2005,67,17478,2666,83.77345559,21,7605.01,6.932400225,93,58,38
Gwanda,Wheat,2005,60,17478,2666,80.72886384,22,7605.01,6.946209881,70,36,42
Gwanda,Maize,2006,5,52998,2666,83.29114712,20,9074.43,5.739175027,76,47,42
Gwanda,Maize,2006,11,52998,2666,82.74835604,24,9074.43,6.738652179,99,41,36
Gwanda,Potatoes,2006,912,143848,2666,80.33502926,21,9074.43,5.594819626,99,54,37
Gwanda,Potatoes,2006,613,143848,2666,82.11124033,26,9074.43,6.946636369,86,59,35
Gwanda,"Rice, paddy",2006,14,38541,2666,80.28597873,24,9074.43,5.012139669,69,46,41
Gwanda,"Rice, paddy",2006,15,38541,2666,80.56887849,23,9074.43,6.363472208,91,56,37
Gwanda,Sorghum,2006,786,13587,2666,83.891805,25,9074.43,6.880431223,61,52,41
Gwanda,Sorghum,2006,505,13587,2666,82.1706881,23,9074.43,7.300410836,67,45,38
Gwanda,Soybeans,2006,194,15144,2666,82.84022551,25,9074.43,6.587918708,79,42,37
Gwanda,Soybeans,2006,415,15144,2666,83.00320459,21,9074.43,7.283736617,78,43,42
Gwanda,Sweet potatoes,2006,435,90254,2666,84.56919326,26,9074.43,7.023936392,75,54,36
Gwanda,Sweet potatoes,2006,551,90254,2666,81.85872947,22,9074.43,6.939083505,97,36,45
Gwanda,Wheat,2006,92,15344,2666,81.78596776,27,9074.43,7.868474653,67,47,44
Gwanda,Wheat,2006,53,15344,2666,81.97927117,25,9074.43,5.005306977,73,35,38
Gwanda,Maize,2007,27,59812,2666,81.46033732,27,10962.31,6.136131869,77,36,37
Gwanda,Maize,2007,52,59812,2666,83.72874389,23,10962.31,7.524080076,81,41,38
Gwanda,Potatoes,2007,145,149768,2666,80.37979919,26,10962.31,5.706943251,68,57,43
Gwanda,Potatoes,2007,29,149768,2666,82.94682591,25,10962.31,5.758506323,72,45,35
Gwanda,"Rice, paddy",2007,60,40833,2666,81.05635517,26,10962.31,6.349606327,61,53,43
Gwanda,"Rice, paddy",2007,56,40833,2666,84.96907151,26,10962.31,5.999969026,67,43,39
Gwanda,Sorghum,2007,43,13462,2666,80.54372813,25,10962.31,5.453592032,67,58,39
Gwanda,Sorghum,2007,80,13462,2666,83.47038318,22,10962.31,6.372576327,66,60,38
Gwanda,Soybeans,2007,4,14717,2666,81.43321641,23,10962.31,5.105588355,82,43,38
Gwanda,Soybeans,2007,845,14717,2666,81.40633547,25,10962.31,5.935344406,84,50,44
Gwanda,Sweet potatoes,2007,3,90479,2666,81.03569343,24,10962.31,5.17782304,81,53,42
Gwanda,Sweet potatoes,2007,968,90479,2666,84.1341879,21,10962.31,6.462391607,91,50,40
Gwanda,Wheat,2007,155,18471,2666,81.91411159,27,10962.31,7.069172227,93,53,38
Gwanda,Wheat,2007,180,18471,2666,83.88387074,24,10962.31,7.473134377,90,44,38
Gwanda,Maize,2008,17,60172,2666,80.12267476,27,12936.5,6.158376967,81,45,35
Gwanda,Maize,2008,248,60172,2666,83.85642678,26,12936.5,7.549873681,78,40,38
Gwanda,Potatoes,2008,744,165373,2666,82.81088865,23,12936.5,6.028321558,60,51,36
Gwanda,Potatoes,2008,358,165373,2666,83.46358271,23,12936.5,6.604993475,88,46,42
Gwanda,"Rice, paddy",2008,7,41441,2666,82.14004101,22,12936.5,6.500343222,93,47,37
Gwanda,"Rice, paddy",2008,913,41441,2666,83.3293191,21,12936.5,5.935745417,60,55,45
Gwanda,Sorghum,2008,392,21505,2666,84.67353597,27,12936.5,7.072655622,78,35,44
Gwanda,Sorghum,2008,54,21505,2666,83.59512273,23,12936.5,5.333322606,65,37,40
Gwanda,Soybeans,2008,453,15026,2666,63.69070564,23,12936.5,5.749914421,71,54,16
Gwanda,Soybeans,2008,49,15026,2666,71.57476937,26,12936.5,6.931756558,61,44,17
Gwanda,Sweet potatoes,2008,415,97290,2666,71.59351368,24,12936.5,6.657964753,80,43,16
Gwanda,Sweet potatoes,2008,135,97290,2666,57.68272924,20,12936.5,6.596060648,73,58,21
Gwanda,Wheat,2008,115,21753,2666,62.69503871,18,12936.5,5.970458434,61,38,20
Gwanda,Wheat,2008,193,21753,2666,57.80840636,22,12936.5,6.158830619,68,41,16
Gwanda,Maize,2009,246,56831,2666,66.50415474,26,13790.09,6.047906679,93,41,17
Gwanda,Maize,2009,504,56831,2666,66.6902901,25,13790.09,5.913664501,89,60,19
Gwanda,Potatoes,2009,290,133367,2666,62.5542482,20,13790.09,5.855442401,76,44,17
Gwanda,Potatoes,2009,83,133367,2666,66.78627406,25,13790.09,5.750254943,67,60,25
Gwanda,"Rice, paddy",2009,18,42404,2666,73.4541537,23,13790.09,5.852607099,70,44,19
Gwanda,"Rice, paddy",2009,32,42404,2666,68.3584573,25,13790.09,6.472523287,90,49,21
Gwanda,Sorghum,2009,298,13300,2666,58.84015925,22,13790.09,6.967057762,62,52,16
Gwanda,Sorghum,2009,9,13300,2666,65.76816093,19,13790.09,6.082973754,92,44,16
Gwanda,Soybeans,2009,810,14660,2666,60.2001687,25,13790.09,5.919045532,66,54,21
Gwanda,Soybeans,2009,711,14660,2666,55.28220433,18,13790.09,6.204747653,63,58,22
Gwanda,Sweet potatoes,2009,12,96232,2666,70.4162444,25,13790.09,6.600827017,70,47,17
Gwanda,Sweet potatoes,2009,13,96232,2666,65.26185135,25,13790.09,6.021902237,61,41,17
Gwanda,Wheat,2009,14,21516,2666,60.1159381,23,13790.09,6.033550195,66,53,19
Gwanda,Wheat,2009,15,21516,2666,62.89366992,18,13790.09,6.28886807,74,55,19
Gwanda,Maize,2010,16,58378,2666,73.80435276,25,13283.72,6.550563823,77,57,21
Gwanda,Maize,2010,644,58378,2666,71.09445342,18,13283.72,5.573286437,99,50,15
Gwanda,Potatoes,2010,414,182299,2666,66.65952796,18,13283.72,6.829199275,74,56,22
Gwanda,Potatoes,2010,169,182299,2666,58.75082029,19,13283.72,5.716222912,83,45,21
Gwanda,"Rice, paddy",2010,142,43422,2666,67.22190688,26,13283.72,5.54990242,100,48,16
Gwanda,"Rice, paddy",2010,25,43422,2666,68.49835977,25,13283.72,6.586244581,79,51,16
Gwanda,Sorghum,2010,1001,12806,2666,57.48775781,24,13283.72,5.893093135,94,39,18
Gwanda,Sorghum,2010,62,12806,2666,71.50905983,22,13283.72,5.918263801,75,49,15
Gwanda,Soybeans,2010,66,17090,2666,63.10459626,23,13283.72,5.588650585,78,48,22
Gwanda,Soybeans,2010,269,17090,2666,63.4711755,26,13283.72,6.576418207,87,54,20
Gwanda,Sweet potatoes,2010,377,98688,2666,63.1621551,21,13283.72,6.178056304,87,35,25
Gwanda,Sweet potatoes,2010,73,98688,2666,55.53128131,19,13283.72,6.641906353,63,43,19
Gwanda,Wheat,2010,82,23959,2666,67.99257471,23,13283.72,6.489040367,84,57,25
Gwanda,Wheat,2010,15,23959,2666,61.89472002,23,13283.72,5.680361038,64,35,23
Gwanda,Maize,2011,133,61512,2666,65.61418761,25,14798.28,6.625404348,60,46,22
Gwanda,Maize,2011,71,61512,2666,74.089114,26,14798.28,6.524478032,98,44,21
Gwanda,Potatoes,2011,3,180931,2666,62.35750641,19,14798.28,5.696205468,75,56,18
Gwanda,Potatoes,2011,1,180931,2666,59.64024162,22,14798.28,6.803931519,86,55,21
Gwanda,"Rice, paddy",2011,652,43917,2666,74.82913698,24,14798.28,6.252797548,98,35,18
Gwanda,"Rice, paddy",2011,2,43917,2666,74.52600826,19,14798.28,6.092725883,76,57,18
Gwanda,Sorghum,2011,876,14667,2666,73.13112261,24,14798.28,6.234330356,99,56,17
Gwanda,Sorghum,2011,146,14667,2666,70.04556743,25,14798.28,5.722579819,60,44,23
Gwanda,Soybeans,2011,24,15898,2666,60.27766379,22,14798.28,6.430616465,74,48,17
Gwanda,Soybeans,2011,8,15898,2666,57.21025565,25,14798.28,5.983952675,89,60,17
Gwanda,Sweet potatoes,2011,83,97962,2666,72.85462807,22,14798.28,6.80163854,69,51,23
Gwanda,Sweet potatoes,2011,41,97962,2666,69.00128641,21,14798.28,6.499936446,96,46,22
Gwanda,Wheat,2011,80,26012,2666,68.74248334,25,14798.28,6.265564338,61,60,15
Gwanda,Wheat,2011,1758,26012,2666,56.35606753,20,14798.28,6.727303282,74,58,18
Gwanda,Maize,2012,866,65838,2666,61.89082199,26,13289.18,6.325235159,74,43,23
Gwanda,Maize,2012,681,65838,2666,65.47050802,19,13289.18,6.807487794,63,43,17
Gwanda,Potatoes,2012,940,190627,2666,65.34583901,21,13289.18,6.671085817,99,36,20
Gwanda,Potatoes,2012,44,190627,2666,56.73426469,25,13289.18,6.648725327,77,36,23
Gwanda,"Rice, paddy",2012,1261,44206,2666,63.91281869,20,13289.18,6.439071996,87,60,23
Gwanda,"Rice, paddy",2012,57,44206,2666,64.23580251,18,13289.18,6.474476516,60,38,17
Gwanda,Sorghum,2012,21,13452,2666,61.74427165,23,13289.18,5.871647806,94,54,17
Gwanda,Sorghum,2012,12,13452,2666,61.24500053,20,13289.18,5.730617109,95,38,22
Gwanda,Soybeans,2012,15,15814,2666,61.91044947,22,13289.18,5.850439831,84,44,21
Gwanda,Soybeans,2012,61,15814,2666,56.50768935,23,13289.18,5.791649933,77,58,19
Gwanda,Sweet potatoes,2012,167,102939,2666,69.02298571,19,13289.18,6.740000688,66,44,20
Gwanda,Sweet potatoes,2012,42,102939,2666,65.35549924,22,13289.18,6.272417541,63,35,16
Gwanda,Wheat,2012,24,27789,2666,59.24537979,24,13289.18,5.715208817,79,45,20
Gwanda,Wheat,2012,90,27789,2666,69.0276233,19,13289.18,5.773454729,72,60,25
Gwanda,Maize,2013,2,65953,2666,61.32026065,24,15330.16,5.584171461,67,51,24
Gwanda,Maize,2013,6,65953,2666,72.89187265,27,15330.16,5.787268394,86,36,24
Gwanda,Potatoes,2013,1303,193790,2666,69.63481219,19,15330.16,5.77597783,76,48,18
Gwanda,Potatoes,2013,719,193790,2666,59.4375337,21,15330.16,6.864793607,75,53,18
Gwanda,"Rice, paddy",2013,270,45317,2666,68.034493,19,15330.16,6.192360003,81,45,23
Gwanda,"Rice, paddy",2013,3,45317,2666,73.58868502,25,15330.16,6.636803223,73,45,21
Gwanda,Sorghum,2013,1047,11343,2666,59.52193158,22,15330.16,5.826426917,71,35,24
Gwanda,Sorghum,2013,1229,11343,2666,61.33450447,26,15330.16,6.960358276,96,54,22
Gwanda,Soybeans,2013,18,14729,2666,68.30578978,19,15330.16,6.11275104,99,39,18
Gwanda,Soybeans,2013,200,14729,2666,60.47470519,22,15330.16,6.708446922,62,48,20
Gwanda,Sweet potatoes,2013,19,97019,2666,59.21235483,21,15330.16,5.561510732,86,37,16
Gwanda,Sweet potatoes,2013,719,97019,2666,73.62548442,23,15330.16,5.873242491,94,50,19
Gwanda,Wheat,2013,294,30138,2666,55.64709899,24,15330.16,6.995843776,76,39,24
Gwanda,Wheat,2013,314,30138,2666,65.7420046,25,15330.16,5.714799723,77,52,17
Gwanda,Maize,1992,38,30000,618,65.77472881,23,8306.31,6.78073637,74,39,23
Gwanda,Potatoes,1992,315,115326,618,60.61494304,18,8306.31,5.513697923,81,49,20
Gwanda,Wheat,1992,124,27983,618,72.33125523,23,8306.31,5.798423908,63,42,21
Gwanda,Maize,1993,294,12000,618,71.59722446,23,8306.31,6.352471866,99,38,21
Gwanda,Potatoes,1993,44,155463,618,69.36385721,26,8306.31,6.822586546,90,52,25
Gwanda,Wheat,1993,82,26826,618,66.20569924,26,8306.31,6.655426355,68,40,19
Gwanda,Maize,1994,36,5000,618,61.55327249,19,8306.31,6.121294041,60,57,24
Gwanda,Potatoes,1994,193,118235,618,55.97732754,25,8306.31,5.790770203,71,52,18
Gwanda,Wheat,1994,3,22802,618,59.24580604,23,8306.31,6.47444292,61,59,17
Gwanda,Maize,1995,417,24545,618,65.92195844,25,8306.31,6.455116637,88,38,15
Gwanda,Potatoes,1995,11,131092,618,72.52054555,25,8306.31,6.606984086,65,60,22
Gwanda,Wheat,1995,1120,24791,618,63.31801994,25,8306.31,6.330554389,78,37,22
Gwanda,Maize,1996,483,23000,618,67.816568,25,8306.31,6.528631266,78,58,15
Gwanda,Potatoes,1996,47,151328,618,71.516474,19,8306.31,5.721667141,92,60,23
Gwanda,Wheat,1996,25,21989,618,63.73849998,20,8306.31,6.644205485,79,59,17
Gwanda,Maize,1997,39,20333,618,72.61024172,18,8306.31,6.376651091,91,55,15
Gwanda,Potatoes,1997,282,99173,618,71.96246617,26,8306.31,6.247040422,76,51,18
Gwanda,Wheat,1997,63,25132,618,61.37879671,19,8306.31,6.656730008,87,48,25
Gwanda,Maize,1998,20,26522,618,59.37147589,26,8306.31,6.2048017,71,60,22
Gwanda,Potatoes,1998,23,108971,618,72.80086137,19,8306.31,6.158860284,90,57,24
Gwanda,Wheat,1998,22,21347,618,63.24648023,23,8306.31,6.385684214,67,35,22
Gwanda,Maize,1999,76,26053,618,62.49878458,19,8306.31,6.417820493,60,54,19
Gwanda,Potatoes,1999,149,113330,618,59.66263104,20,8306.31,6.381201909,83,58,23
Gwanda,Wheat,1999,724,17322,618,70.74739256,26,8306.31,6.877869005,83,57,19
Gwanda,Maize,2000,268,23077,618,16.98861173,17,8306.31,7.485996067,40,72,77
Gwanda,Potatoes,2000,16,131888,618,17.13159126,19,8306.31,6.920251378,23,72,84
Gwanda,Wheat,2000,604,21367,618,15.40589717,18,8306.31,5.996932037,39,58,85
Gwanda,Maize,2001,542,25917,618,15.65809214,19,8306.31,6.391173589,22,72,85
Gwanda,Potatoes,2001,1416,122132,618,19.56381041,18,8306.31,7.152811172,36,67,77
Gwanda,Wheat,2001,30,21255,618,15.40312102,20,8306.31,5.988992796,32,73,81
Gwanda,Maize,2002,23,32889,618,16.60820843,21,8306.31,6.231049028,58,70,84
Gwanda,Potatoes,2002,36,134922,618,18.74926979,17,8306.31,7.550808267,59,70,84
Gwanda,Wheat,2002,70,26919,618,18.90426935,18,8306.31,7.010570541,42,62,75
Gwanda,Maize,2004,24,35297,618,18.30968112,18,8306.31,8.753795334,28,74,81
Gwanda,Potatoes,2004,478,195459,618,19.33470387,21,8306.31,8.718192847,58,66,79
Gwanda,Wheat,2004,141,33040,618,15.22538951,19,8306.31,7.976607593,43,66,79
Gwanda,Maize,2005,45,39965,618,14.69765308,20,8306.31,6.515499549,58,63,81
Gwanda,Potatoes,2005,25,177299,618,19.5161216,19,8306.31,8.490127142,23,62,85
Gwanda,Wheat,2005,9,32812,618,14.71070537,18,8306.31,6.576415562,27,62,77
Gwanda,Maize,2006,13,39390,618,19.18197264,19,8306.31,6.481783043,28,72,84
Gwanda,Potatoes,2006,414,191956,618,19.8601304,21,8306.31,7.966605025,50,56,76
Gwanda,Wheat,2006,915,28191,618,16.39535215,20,8306.31,8.140825437,39,71,84
Gwanda,Maize,2007,16,50653,618,15.7559405,17,8306.31,7.228963452,25,78,76
Gwanda,Potatoes,2007,1288,211948,618,14.32313811,21,8306.31,6.492546046,31,70,77
Gwanda,Wheat,2007,659,32771,618,16.14565756,17,8306.31,7.528599957,26,80,83
Gwanda,Maize,2008,8,43890,618,15.11279612,20,8306.31,7.701446446,25,68,77
Gwanda,Potatoes,2008,643,220735,618,14.99927489,18,8306.31,8.519975748,31,78,76
